App,Category,Rating,Reviews,Size(Megabyte),Installs+,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
AF Nutrition - Integratori,16,1.5933109351864758,1.9459101490553132,2.995732273553991,100,1,0.0,1,63,2018-08-02,1.3,17
AF Our Time to Shine,5,1.5867055915283204,0.0,2.4849066497880004,100,1,0.0,1,22,2017-07-17,v2.7.10.6,17
AF Johannesburg,12,1.5931693734524615,1.3862943611198906,2.4849066497880004,100,1,0.0,1,39,2017-05-02,1.0.3,17
Apps for SportsBÑtting.ag - Bitcoin Welcome here!,29,1.5691884108562009,0.0,2.3978952727983707,1000,1,0.0,1,103,2017-12-11,1.0,13
Ag Weather Tools,33,1.5705889079896393,0.0,1.7227665977411035,500,1,0.0,1,118,2018-01-09,1.0.1,25
Ag Tools,30,1.5770998888446908,1.0986122886681096,2.9444389791664403,1000,1,0.0,1,109,2017-09-27,1.0,15
SOLEM AG,30,1.5734832131637169,0.6931471805599453,3.9512437185814275,1000,1,0.0,1,109,2017-09-19,1.0.2,13
Elim AG,19,1.5932887688606567,2.0794415416798357,2.606453123041996,100,1,0.0,1,68,2017-03-31,1.0,18
AG Subway Simulator Pro,12,1.5805589749586637,0.0,2.606453123041996,1000,1,0.0,1,98,2018-07-27,Varies with device,32
BRL AG,30,1.568349150579697,0.0,3.970291913552122,100,1,0.0,1,109,2017-09-19,1.0.1,13
Oklahoma Ag Co-op Council,7,1.583605614803522,0.0,1.7749523509116738,10,1,0.0,1,36,2018-07-23,2.2.3,15
AG Fast Service Automotive,2,1.6027615279403897,1.791759469228055,0.9932517730102834,100,1,0.0,1,13,2018-06-12,1.0.8,20
Ag PhD Planting Population Calculator,4,1.5865259744883244,0.0,1.8245492920510458,1000,1,0.0,1,19,2017-06-09,2.0,15
Ag Trucking Mobile App,26,1.5733798917813837,0.0,3.784189633918261,100,1,0.0,1,83,2017-05-17,8.0,15
Ag Guardian,26,1.577489899678653,0.6931471805599453,1.0986122886681096,100,1,0.0,1,83,2015-12-28,1.0.0,13
Wind & Weather Meter for Ag,33,1.5787966288968232,1.3862943611198906,2.70805020110221,1000,1,0.0,1,118,2016-03-14,v1.0,19
Ag Across America,12,1.5814768765633032,0.0,2.772588722239781,10,1,0.0,1,50,2018-05-15,1.0.0,17
Border Ag & Energy,5,1.5874396412722085,0.0,2.5649493574615367,50,1,0.0,1,22,2018-04-30,2.1,19
Ag-Pro Companies,5,1.58794388488756,0.0,3.828641396489095,50,1,0.0,1,22,2018-03-06,2.3.0,20
My Ag Report,26,1.5822406004944556,0.6931471805599453,1.4350845252893227,50,1,0.0,1,83,2018-06-18,1.2,26
Alabama Ag Credit Ag Banking,13,1.5808700969927847,0.0,2.606453123041996,100,1,0.0,1,61,2018-02-09,5.3.4,20
AG EMS Tour,12,1.5901888193045408,1.3862943611198906,4.143134726391533,500,1,0.0,1,52,2017-05-05,1.35,13
AG test,30,1.579956726696776,1.3862943611198906,2.9444389791664403,100,1,0.0,1,109,2017-10-18,1.0.2,17
West Central Ag,5,1.5953606459094978,1.3862943611198906,0.9932517730102834,100,1,0.0,1,22,2017-01-16,1.2,13
Tri-Ag (WV) FCU,13,1.5796428240877864,0.0,1.3609765531356006,100,1,0.0,1,61,2018-07-03,3.1.10,17
Ag PhD Soybean Diseases,4,1.586537970106815,0.0,1.9315214116032138,1000,1,0.0,1,19,2017-05-08,1.0.3,15
United Ag Cooperative,5,1.5876994282069437,0.0,1.6486586255873816,5,1,0.0,1,22,2018-04-27,30.0.0,20
Michael's AG Sound Board,12,1.6125251906449944,0.0,0.9932517730102834,1,2,0.99,1,52,2017-12-12,1.1,2
Ag-Power,5,1.5879486590277452,0.0,3.8712010109078907,10,1,0.0,1,22,2018-07-13,2.4.3,20
Freeland AH,21,1.5759027456838817,0.0,3.367295829986474,100,1,0.0,1,72,2017-12-18,300000.0.95,15
MD PAWS AH,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2018-02-23,300000.0.98,15
Woodland AH,21,1.5758174284522903,0.0,2.606453123041996,50,1,0.0,1,72,2018-02-02,300000.0.97,15
Mukwonago AH,21,1.5810427819028487,0.6931471805599453,3.4011973816621555,100,1,0.0,1,72,2017-06-29,300000.0.85,15
Angelcare AH,21,1.5759065493275606,0.0,3.4011973816621555,50,1,0.0,1,72,2017-10-06,300000.0.91,15
Sayers AH,21,1.5759065493275606,0.0,3.4011973816621555,50,1,0.0,1,72,2018-01-17,300000.0.97,15
Claus Paws AH,21,1.5810427819028487,0.6931471805599453,3.4011973816621555,100,1,0.0,1,72,2017-12-08,300000.0.94,15
Denis Brogniart - AH 2 !,12,1.5887811185454213,1.6094379124341003,2.70805020110221,100,1,0.0,1,52,2017-10-28,1.0,5
Maricopa AH,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2018-07-16,300000.1.11,15
WAH AH,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2017-05-03,300000.0.80,15
San Dimas AH,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2018-02-18,300000.0.97,15
Ah Bailar,12,1.60172610399863,2.3978952727983707,1.3862943611198906,100,1,0.0,1,52,2018-04-14,1.0,25
Boston AH,21,1.5810427839009975,0.6931471805599453,3.4011973816621555,50,1,0.0,1,72,2017-11-30,300000.0.93,15
Ah !,12,1.5944262742886486,1.3862943611198906,3.1354942159291497,50,1,0.0,1,52,2017-12-27,1.1.2,25
Kay AH GA,21,1.5759065512857464,0.0,3.4011973816621555,1,1,0.0,1,72,2018-02-15,300000.0.97,15
Bayview Hill AH,21,1.5759065493275606,0.0,3.4011973816621555,50,1,0.0,1,72,2018-06-06,300000.1.08,15
Hilltop AH,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2018-01-10,300000.0.96,15
Ah Ha Block,12,1.5912108758454282,1.0986122886681096,2.833213344056216,100,1,0.0,1,27,2017-07-09,1.0,13
AH Lake Villa,21,1.5861712797672403,1.3862943611198906,3.332204510175204,100,1,0.0,1,72,2017-04-22,300000.0.78,15
Ferguson AH,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2017-07-17,300000.0.86,15
be'ah,16,1.588783218767607,1.791759469228055,1.9021075263969205,10,1,0.0,1,63,2018-03-28,1.0,8
Downers Grove AH,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2018-01-10,300000.0.96,15
AH! Soundboard,12,1.5994383122902434,2.4849066497880004,1.0986122886681096,100,1,0.0,1,52,2017-09-21,1.1,17
Sherbourne AH,21,1.5810427839009975,0.6931471805599453,3.4011973816621555,50,1,0.0,1,72,2018-02-27,300000.0.98,15
Cathy AH,30,1.5696954846454163,0.0,3.044522437723423,1,1,0.0,1,109,2018-07-16,1.0.4,17
Monticello AH,21,1.5759027476820304,0.0,3.367295829986474,50,1,0.0,1,72,2017-05-26,300000.0.84,15
Forest Crossing AH,21,1.5759065509260795,0.0,3.4011973816621555,10,1,0.0,1,72,2018-04-12,300000.1.01,15
Mitchell AH,21,1.5759065493275606,0.0,3.4011973816621555,50,1,0.0,1,72,2018-05-23,300000.1.08,15
AH of Rocky Hill,21,1.5759065473294118,0.0,3.4011973816621555,100,1,0.0,1,72,2017-11-24,300000.0.93,15
ai.Bot Box,26,1.5794105387877198,0.0,2.606453123041996,10000,1,0.0,1,83,2017-03-01,Varies with device,32
Artificial intelligence,12,1.591289836387393,1.3862943611198906,1.0296194171811583,100,1,0.0,1,52,2018-03-05,2.2,17
Message AI - Write Better Messages,30,1.6050190249473908,0.0,2.186051276738094,100,2,2.99,3,109,2018-07-04,1.3.1,25
AI Image Recognizer (beta),25,1.5727594823167002,0.0,1.547562508716013,500,1,0.0,1,82,2017-09-13,closed,13
AJ+ Beta,22,1.5812289335412961,0.0,2.606453123041996,1000,1,0.0,1,76,2017-05-04,Varies with device,32
AJ Reminders,20,1.577129172153274,0.0,1.4350845252893227,10,1,0.0,1,71,2018-01-27,1.0,18
tournaments and more.aj.2,7,1.5750403800198203,0.0,1.6486586255873816,100,1,0.0,4,36,2017-09-25,4.3,8
Aj. Vallbona,22,1.576937867016572,0.0,3.1354942159291497,10,1,0.0,1,76,2018-07-25,4.0,20
AJ Concept Group App,17,1.577535276661008,0.0,2.8903717578961645,10,1,0.0,1,66,2017-07-25,3.0,15
A.J. Styles HD Wallpapers 2018,25,1.5794136303664466,0.6931471805599453,2.151762203259462,100,1,0.0,1,82,2018-07-26,1.0,17
AJ AUTO,2,1.5878030871588331,0.0,2.1633230256605382,10,1,0.0,1,13,2017-02-27,1.0.0,15
AJ Nails Supply,27,1.5740721586773505,0.6931471805599453,2.028148247292285,100,1,0.0,1,97,2016-08-15,1.0,9
Aj.Petra,7,1.5977122924495288,1.791759469228055,2.70805020110221,100,1,0.0,1,36,2017-09-29,1.0.1,17
AJ Rafael Music Lyrics,12,1.5784236672679455,0.0,2.2407096892759584,50,1,0.0,2,52,2018-01-03,2.0,15
AJ and Alyssa,19,1.5743676931812907,0.0,0.3810816925031446,100,1,0.0,1,68,2017-06-01,1.0.0,9
A.J. Green Wallpapers 4 Fans,19,1.5759621201578566,0.0,1.667706820558076,5,1,0.0,1,68,2018-05-26,1.0,13
A-J Media Vault,4,1.5918186037409265,0.6931471805599453,3.2188758248682006,50,1,0.0,1,19,2017-01-04,5.62.1,15
AJ-COMICS,14,1.580595996050242,0.0,3.332204510175204,5,1,0.0,1,62,2018-07-13,0.1.0,20
AJ Tracey Music and Lyrics,12,1.5743102362904065,0.0,1.308332819650179,5,1,0.0,4,52,2018-06-07,1.0,15
AJ Turquoise Dark Icon Pack,24,1.6117336222136693,0.0,3.4965075614664802,10,2,0.99,1,81,2018-05-01,1.1,17
AJë í°ì¹´ ë²ì¸ ì¹´ì°ì´ë§,20,1.5777044469869617,0.0,3.332204510175204,10,1,0.0,1,71,2018-07-30,1.0.0.0,19
AJ Orange Icon Pack,24,1.6117266113181818,0.0,3.4339872044851463,10,2,0.99,1,81,2018-05-02,1.1,17
AJ Wallpapers,24,1.5738447322241071,0.0,1.589235205116581,100,1,0.0,1,81,2018-05-06,2.0,15
Aj Di Awaaz,22,1.5926440332582594,2.302585092994046,0.7419373447293773,500,1,0.0,1,76,2016-09-07,1.0,17
AK-47 Simulation and Info,12,1.59227311782289,1.0986122886681096,2.9444389791664403,100,1,0.0,1,52,2018-05-05,2.0.0,25
AK 47 Assault Rifle Wallpapers,24,1.5738254202707724,0.6931471805599453,2.772588722239781,100,1,0.0,4,81,2018-02-22,1.0,17
AK-47 Assult Rifle: Gun Shooting Simulator Game,15,1.5917230042846293,0.6931471805599453,1.916922612182061,500,1,0.0,1,0,2018-05-17,2.0,15
Ak-47 Wallpapers 2018,24,1.5907243897366512,2.0794415416798357,1.7749523509116738,500,1,0.0,1,81,2018-03-14,newversion,19
Wallpapers New AK 47 Assault Rifle Guns Arms,24,1.568695984009246,0.0,2.833213344056216,100,1,0.0,4,81,2018-03-10,1.0,17
Wallpapers AK 74M,24,1.5686569292583776,0.0,2.4849066497880004,10,1,0.0,4,81,2018-04-13,1.0,17
Wallpapers AK 12,24,1.5686569292583776,0.0,2.4849066497880004,10,1,0.0,4,81,2018-04-12,1.0,17
Gun AK 47,12,1.5881328865752171,1.3862943611198906,1.9740810260220096,1000,1,0.0,1,52,2017-04-18,1.0,8
AK Blackjack,15,1.5902141970551993,1.6094379124341003,2.151762203259462,1000,1,0.0,4,23,2018-07-30,1.3,17
Jigsaw Puzzles AK 74M,24,1.5698566836515662,0.0,1.7749523509116738,10,1,0.0,3,81,2018-05-07,1.0,15
AK-47 guns Sounds,12,1.5877952808404265,1.0986122886681096,1.8082887711792655,100,1,0.0,1,52,2018-06-28,666,13
Ak Parti YardÄ±m Toplama,28,1.5991766196837573,0.0,2.272125885509337,0,2,13.99,4,102,2017-07-28,3.4.4.3.3,17
AO-EVENT,5,1.5868487122738297,0.0,3.7612001156935624,100,1,0.0,1,22,2018-05-28,6.2.6,17
Gravidez ao Vivo,21,1.6400276533855664,4.127134385045092,2.606453123041996,1000,2,2.99,1,72,2014-03-11,1.5,7
AP Mobile 104,5,1.5852804704912868,0.0,2.70805020110221,100,1,0.0,1,22,2017-12-13,1.2.2.0,13
Access Point Proximity,30,1.5856651840038394,1.791759469228055,1.1939224684724346,1000,1,0.0,1,109,2018-06-28,2.1.1,25
Glanceable Ap Watch Face,24,1.6127077916080377,0.0,2.4849066497880004,5,2,0.99,1,81,2016-08-14,1.0.103,20
AEE AP,25,1.5826607935755161,1.6094379124341003,2.8903717578961645,1000,1,0.0,1,82,2018-02-07,1.01,7
AP Series Solution Pro,12,1.618145937097248,0.0,2.128231705849268,0,2,1.99,1,39,2017-07-30,1.3,13
AQ: First Contact,12,1.5796328313526715,0.0,2.606453123041996,50000,1,0.0,1,105,2018-07-26,Varies with device,32
AQ Service,5,1.5997646383479898,1.6094379124341003,2.8903717578961645,10,1,0.0,1,22,2017-08-28,1.0,20
AQ wisdom +,30,1.5690308506402697,0.0,3.58351893845611,100,1,0.0,1,109,2018-03-15,1.0.0,15
AQ SMS Notify,30,1.5694879620705895,0.0,1.1939224684724346,10,1,0.0,1,109,2018-04-12,2.5.3,17
AQ Math Facts,12,1.6222262735790496,0.6931471805599453,2.833213344056216,1,2,2.99,1,46,2017-05-17,1.0.3,13
AQ Guards,26,1.5749291517225221,0.0,1.4350845252893227,10,1,0.0,1,83,2018-07-06,2.1.22,20
AQ Coach,29,1.5718349088314534,0.0,3.367295829986474,5,1,0.0,1,103,2018-05-25,1.1.0,20
AQ Dentals,16,1.5788433983226948,0.0,2.5649493574615367,10,1,0.0,1,63,2017-12-22,1.0.1,17
ä¸­å½èª AQãªã¹ãã³ã°,12,1.6043967194463518,3.091042453358316,2.8903717578961645,5000,1,0.0,1,39,2016-06-22,2.4.0,13
AR Dragon Pet,12,1.5899308974633157,0.0,2.606453123041996,50000,1,0.0,1,27,2017-11-09,Varies with device,32
"AS - Diario online deportivo. FÃºtbol, motor y mÃ¡s",22,1.5757168601755602,0.0,1.9459101490553132,50,1,0.0,1,76,2018-06-24,7.8,17
Top #5 BÏÏkie in AU,29,1.569188446822879,0.0,2.3978952727983707,100,1,0.0,1,103,2017-12-06,1.0,13
news.com.au,22,1.5793582790568725,0.6931471805599453,1.547562508716013,100,1,0.0,1,76,2018-07-23,1.1,13
Media Sosial TNI AU,28,1.5998226162396296,4.48863636973214,1.667706820558076,1000,1,0.0,1,102,2018-01-24,1.2,5
Alerte au gogol,12,1.5996416306700094,2.70805020110221,1.0986122886681096,1000,1,0.0,1,52,2018-02-09,1.0.0.0,13
Neuvaines et priÃ¨res au Coeur SacrÃ© de JÃ©sus,19,1.5973661607846432,2.8903717578961645,1.547562508716013,5000,1,0.0,1,68,2017-09-05,1.1,13
SMS Au revoir,12,1.6009806623305838,2.8903717578961645,0.9932517730102834,5000,1,0.0,1,52,2018-01-15,2.0.0,13
Romance et MystÃ¨res au LycÃ©e,12,1.6178161088612402,5.860786223465865,2.0014800002101243,10000,1,0.0,4,52,2017-02-23,1.0.0,15
Au Rubis les bijoutiers,19,1.5774941419550097,0.0,2.3978952727983707,100,1,0.0,1,68,2018-07-24,1.00.33,17
mon guide au bank populaire -infos et instructions,13,1.5822427485695352,1.6094379124341003,0.9162907318741551,1000,1,0.0,4,61,2018-06-13,2.0,8
GÃ¢teau au yaourt,14,1.605729856566947,3.6635616461296463,1.547562508716013,10000,1,0.0,1,62,2018-06-09,1.1.2,15
AV Phone,7,1.5994939392286582,1.6094379124341003,1.547562508716013,1000,1,0.0,1,36,2018-07-09,2.1.9,26
AV Anthony's,14,1.5830289746297006,0.0,2.3978952727983707,50,1,0.0,1,62,2018-07-11,1.0.136,27
Nougat Android 7 Launcher : AW,24,1.5801179199304132,0.0,2.606453123041996,100000,1,0.0,1,81,2017-03-17,Varies with device,32
AW Toolbox,5,1.6285095224024742,1.3862943611198906,2.639057329615259,100,2,19.9,1,22,2016-12-22,1.6.2,13
MediBeat for AW - Android (1),16,1.5924268115682771,1.0986122886681096,2.606453123041996,500,1,0.0,1,63,2017-10-24,0.9.16,32
AW Connect,12,1.5822627719029148,0.0,3.295836866004329,10,1,0.0,1,39,2018-06-26,3.0.10,15
AW,12,1.5776303902606608,0.0,2.606453123041996,5,1,0.0,2,105,2015-08-28,Varies with device,32
AW CAMERA,30,1.5745929477931793,1.0986122886681096,3.2188758248682006,100,1,0.0,1,109,2018-01-30,3.1.1,8
Analog and Digital Clock AW-7PRO,30,1.6188909968944105,1.6094379124341003,1.308332819650179,100,2,1.99,1,109,2018-03-15,2.0,19
AW Radio,12,1.5765108468416056,0.6931471805599453,0.9932517730102834,100,1,0.0,4,52,2015-06-24,2,7
Handbreit by a.w.niemeyer,22,1.598083147448843,3.091042453358316,3.6109179126442243,1000,1,0.0,1,76,2017-05-31,3.9.4,15
News.aw,22,1.577087254598602,0.6931471805599453,0.6931471805599453,10,1,0.0,1,76,2015-07-15,1.0,7
Axe Champ Hit,15,1.5917518857884274,0.6931471805599453,2.772588722239781,100,1,0.0,1,6,2018-05-25,0.1,17
Katalogen.ax,7,1.5856599299961234,0.6931471805599453,0.15526612891112396,100,1,0.0,1,36,2014-10-02,1.0.0,7
Axe,12,1.5970079633625427,2.9444389791664403,3.2188758248682006,1000,1,0.0,1,98,2017-12-01,1.0,17
Tips Microsoft Dynamics Ax,26,1.578950715432326,0.6931471805599453,1.1939224684724346,500,1,0.0,1,83,2017-07-08,1.0,17
AX Timesheets App for Dynamics,5,1.5877727578846403,0.0,2.302585092994046,10,1,0.0,1,22,2018-02-15,1.0.5,20
AX Window,30,1.570415085196075,0.0,2.995732273553991,5,1,0.0,1,109,2017-10-10,1.0.2,19
INTERACTIVE CALCULUS PRO,12,1.6190066870098136,0.0,1.4586150226995167,10,2,0.99,1,39,2018-02-22,1.2,15
Axe Throw: Flip Champ Axes Champion Throwing Games,15,1.5902867700048717,0.6931471805599453,2.639057329615259,50,1,0.0,1,6,2018-05-31,1.0.0,13
Workflow Approvals App AX 2012,5,1.5939980628211634,1.0986122886681096,1.3862943611198906,100,1,0.0,1,22,2018-07-12,1.6(3)-demo,15
Tips & Tricks Dynamics AX 365,26,1.578222208818974,0.6931471805599453,1.1631508098056809,100,1,0.0,1,83,2017-07-14,1.0,15
AX Watch for WatchMaker,24,1.6162428820916752,1.0986122886681096,0.20898123750170539,1,2,0.99,1,81,2017-08-18,1.0,8
AX-PIC Pedidos,30,1.5802205946577799,0.6931471805599453,2.606453123041996,1000,1,0.0,1,109,2018-08-02,Varies with device,32
AX!OM,19,1.5908798241693076,1.791759469228055,3.367295829986474,50,1,0.0,1,68,2017-02-16,1.3,17
Cyborg AX-001,15,1.5908227825151602,0.0,2.606453123041996,50,1,0.0,2,0,2018-06-25,Varies with device,32
Â¡Ay Caramba!,12,1.6168678111120098,0.0,0.4292680974588247,1,2,1.99,1,39,2014-06-13,1.2,10
Ay Sabz Gunbad Waly,32,1.5787689917375345,1.6094379124341003,1.589235205116581,1000,1,0.0,1,115,2017-09-11,1.1,13
Ay YÄ±ldÄ±z - Xperia Live Theme,24,1.6125817563562301,0.0,1.3609765531356006,10,2,0.99,1,81,2017-12-26,1.0.0,20
25 Mins Ako ay may lobo Etc Pinoy Kid Song Offline,12,1.5740519825185124,0.0,3.7612001156935624,10,1,0.0,3,52,2018-07-29,3.0,8
Ako ay may lobo Pinoy Kid Song Offline,12,1.5738960040860217,0.0,2.3702437414678603,1,1,0.0,3,52,2018-07-30,3.0,8
Ay YÄ±ldÄ±z Analog Saat,24,1.6014575226503853,3.6375861597263857,0.9932517730102834,1000,1,0.0,1,81,2016-07-21,1.0,17
Ay Telekom Oim,19,1.5919404187488577,1.9459101490553132,2.639057329615259,100,1,0.0,1,68,2018-02-17,1.0.2,17
Holy Quran Mehmet Emin Ay,19,1.6249456694833915,6.476972362889683,4.02535169073515,10000,1,0.0,1,68,2017-03-14,1.3.1,15
Ay YÄ±ldÄ±z Duvar KaÄÄ±tlarÄ±,24,1.5856150786893741,1.3862943611198906,2.0149030205422647,100,1,0.0,1,81,2017-12-10,1.0.0,19
Mehmet Emin Ay Ä°lahileri,12,1.581104689107966,0.0,1.8082887711792655,10,1,0.0,1,52,2018-07-13,1.0,17
AY Oakmont,16,1.5788344225092938,0.0,2.4849066497880004,10,1,0.0,1,63,2018-07-09,4.2.2,17
YAKALA AY,15,1.623558355091747,0.0,2.70805020110221,1,2,0.99,1,6,2018-07-07,1.0,17
AY Recruitment,5,1.5928312644559526,0.6931471805599453,1.6094379124341003,10,1,0.0,1,22,2018-05-22,1.1.1,20
Ay YÄ±ldÄ±z Keyboard,30,1.595019320148606,3.295836866004329,1.3862943611198906,1000,1,0.0,1,109,2018-05-23,1.2,20
AY EMLAK,5,1.5960584483607647,2.1972245773362196,0.7884573603642702,10,1,0.0,4,22,2018-07-11,1.0,15
Ay Vamos - PJ. Balvin - Piano,15,1.5866861458056154,0.0,3.4011973816621555,5,1,0.0,1,6,2018-07-09,1.0,17
Ay Peruk,5,1.5851429435255406,0.0,1.4816045409242156,1,1,0.0,1,22,2017-10-31,1.1.0,13
A-Z Screen Recorder -,32,1.590793836000631,2.8903717578961645,1.547562508716013,500,1,0.0,1,115,2018-07-23,1.0,20
GPS.AZ,20,1.6007863168625134,3.4339872044851463,1.6486586255873816,1000,1,0.0,1,71,2015-04-02,1.0.10,13
Experience BA,31,1.5836099125872158,1.9459101490553132,2.8903717578961645,100,1,0.0,1,111,2018-06-27,2.2.0,17
BA SALES,7,1.5835591928266468,0.0,1.3609765531356006,1,1,0.0,1,36,2018-01-31,1.0,15
BA Status,31,1.5683442648352826,0.0,1.8082887711792655,100,1,0.0,1,111,2016-08-13,1.0,15
Alif Ba Ta Bullseye,12,1.6202618253458758,0.6931471805599453,2.833213344056216,5,2,1.99,1,46,2016-05-30,1.1,7
BA Accesible,16,1.6044320758936563,3.4657359027997265,1.7404661748405044,1000,1,0.0,1,63,2016-07-19,0.0.1,17
Learn Quran with Elif Ba,12,1.6267600788368968,1.3862943611198906,2.5649493574615367,100,2,1.49,1,39,2017-03-03,1.2,8
PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,26,1.608932414674325,0.0,1.547562508716013,10,2,2.99,1,83,2017-12-01,1.0,13
Poteau BA,12,1.595971472055645,1.3862943611198906,1.6094379124341003,500,1,0.0,1,39,2017-07-16,1.0.2,25
Ain Arabic Kids Alif Ba ta,12,1.6170043445693785,0.0,3.5263605246161616,0,2,2.99,1,39,2016-04-15,1.0,10
BA 3 Banjarmasin,28,1.5741568150185876,1.0986122886681096,1.9315214116032138,10,1,0.0,4,102,2018-07-28,1.0.1,20
British Columbia Transit Info,20,1.5711768306324378,0.0,1.791759469228055,100,1,0.0,2,71,2016-02-19,3.0,7
BC Mobile Intro - Americas,19,1.576658402292197,0.0,1.410986973710262,50,1,0.0,1,68,2018-06-21,4.1.0,15
Car Driving Theory Test BC,12,1.6152428107785153,0.0,1.1631508098056809,10,2,1.49,1,39,2012-04-09,1.0,5
Bc Vod,32,1.5740783634324187,0.6931471805599453,4.143134726391533,100,1,0.0,1,115,2018-04-17,1.2,18
BC browser,5,1.590279174142643,0.6931471805599453,1.4816045409242156,100,1,0.0,1,22,2018-01-17,1.1.0,13
PPCNP-BC Pocket Prep,21,1.5878979232889134,1.3862943611198906,2.5649493574615367,50,1,0.0,1,72,2018-07-12,4.5.2,20
Aura Hair Group BC,3,1.5874972862925685,0.0,2.606453123041996,100,1,0.0,1,14,2018-04-23,Varies with device,15
BD Simplist Through Their Eyes,12,1.5803757514304346,0.6931471805599453,3.6635616461296463,10,1,0.0,1,98,2015-12-04,1.0,17
She Will Be Loved Lyrics,12,1.584750956353879,1.0986122886681096,0.5238266800838374,100,1,0.0,1,52,2016-03-01,1.0,5
Jigsaw Puzzles Bus Scania BF,12,1.5797134646274125,1.3862943611198906,2.028148247292285,1000,1,0.0,4,84,2016-11-07,1.0,13
BF 3d View Wallpapers,12,1.5844172525733615,1.6094379124341003,1.252762968495368,1000,1,0.0,4,52,2015-06-18,4.6,10
Bf Light,5,1.6011247889722229,1.9459101490553132,2.4849066497880004,1000,1,0.0,1,22,2017-02-09,1.0,17
CE BF,19,1.5775862069087403,0.0,3.2188758248682006,50,1,0.0,1,68,2018-01-02,1.0.1,17
Freedom Christian BF,19,1.5767878066974093,0.0,2.5649493574615367,10,1,0.0,1,68,2016-02-22,1.0,15
BF Family user,5,1.6030780058489282,2.1972245773362196,3.295836866004329,100,1,0.0,1,22,2018-02-01,0.0.9,17
BG Editor,25,1.5742873739651746,0.0,2.2407096892759584,5,1,0.0,1,82,2018-07-23,1.2,17
BG Sports News,22,1.600857991506773,3.7376696182833684,1.791759469228055,1000,1,0.0,1,76,2016-02-09,1.0.0,10
Zdravei.BG,28,1.5813553049697033,1.9459101490553132,1.9600947840472698,1000,1,0.0,3,102,2018-01-08,3.7.17,17
BGKontakti London BG Kontakti,28,1.580370464305656,1.6094379124341003,2.2925347571405443,500,1,0.0,1,102,2017-03-23,1.2,10
BG TV Stations,12,1.5810545249018209,0.0,1.3609765531356006,100,1,0.0,1,52,2018-02-10,1.0,17
BG TV Program,12,1.5861878466412753,0.6931471805599453,1.33500106673234,100,1,0.0,1,52,2018-04-22,1.0,17
BG Cable TV,12,1.5943285498684023,1.791759469228055,1.33500106673234,1000,1,0.0,1,52,2018-02-25,1.0,17
BG Middle East,2,1.5922342644668448,0.6931471805599453,2.341805806147327,10,1,0.0,1,13,2017-12-20,1.1,13
Blender BG - Photo Blend With Background,25,1.5746425097532493,0.0,2.174751721484161,100,1,0.0,1,82,2017-09-20,1.0,18
BG MUSIC PLAYER - MUSIC PLAYER,32,1.5683686200114486,0.0,2.2617630984737906,100,1,0.0,1,115,2018-06-26,1.0,17
Sommelier.BG,14,1.5788517261552997,0.0,2.606453123041996,10,1,0.0,4,62,2018-07-18,Varies with device,32
Simple Photo BG Changer,30,1.5714302666360511,0.6931471805599453,1.8082887711792655,10,1,0.0,1,109,2018-06-08,1.0,8
BGKontakti Bayern BG Kontakti,28,1.594340460513191,3.4965075614664802,2.174751721484161,1000,1,0.0,1,102,2016-05-25,1.6,10
BG Torneos,29,1.5859122835424728,2.0794415416798357,1.1939224684724346,100,1,0.0,1,103,2018-06-13,2.0.0,17
YourTube Video Views BG,32,1.583086791491184,2.1972245773362196,1.252762968495368,500,1,0.0,1,115,2015-11-12,1.1.1,13
BG Television,12,1.591324065229522,1.3862943611198906,1.33500106673234,500,1,0.0,1,52,2017-12-10,1.0,17
CÑÐ½Ð¾Ð²Ð½Ð¸Ðº BG,4,1.6053344690455718,2.639057329615259,1.62924053973028,1000,1,0.0,1,19,2017-01-21,250,13
BG Cricket,29,1.5855124070346973,1.9459101490553132,3.2188758248682006,500,1,0.0,1,103,2018-06-14,2.4.4,18
Bg Radios - Bulgarian radio stations online,12,1.5974792884933438,2.1972245773362196,2.639057329615259,1000,1,0.0,1,52,2018-07-13,1.3.2,17
Micro.bg Cloud POS System,5,1.5960629513670295,1.9459101490553132,2.606453123041996,100,1,0.0,1,22,2017-07-12,Varies with device,3
BG-FLEET,30,1.5687444655550196,0.0,1.0296194171811583,10,1,0.0,1,109,2018-07-30,1.0,15
Dete.bg,22,1.5758800508907058,0.0,3.4011973816621555,100,1,0.0,1,76,2017-06-12,1.2,17
Es-Bg Offline Voice Translator,31,1.6088116776253185,0.6931471805599453,4.477336814478207,10,2,1.49,1,111,2017-03-19,2.55,10
ePazar.bg,27,1.5941495949059785,3.367295829986474,1.1314021114911006,1000,1,0.0,1,97,2017-01-07,3.0,10
